SBW_STATN_ID,SBW_STATN_NM,SBW_STATN_NCNAM,SBW_STATN_XCRD,SBW_STATN_YCRD,NEXT_STATN_ID1,NEXT_STATN_NM1,NEXT_STATN_ID2,NEXT_STATN_NM2,BFR_STATN_ID1,BFR_STATN_NM1,BFR_STATN_ID2,BFR_STATN_NM2,TRSF_STATN_ID1,TRSF_ROUTE_ID1,TRSF_STATN_ID2,TRSF_ROUTE_ID2,TRSF_STATN_ID3,TRSF_ROUTE_ID3,ROUTE_NO,SBW_STATN_TRSF_STATN_INFO,SBW_STATN_FOM_INFO,SBW_STATN_PTF_INFO,SBW_STATN_TLROM_INFO,SBW_STATN_CRSG_INFO,SBW_STATN_MTPL_INFO,SBW_STATN_SPT_PBSC_INFO,BIKE_CSTD_CNT,SBW_STATN_ADDR,SBW_STATN_TLNO,SBW_STATN_GFD_INFO,CITY_CD,ROAD_NM_ADDR,DATA_CONNO,OPERT_TPCD,OCCRR_DTM,CNTCT_BGN_DTM,CNTCT_PRCES_DTM,CNTCT_PRCES_STCD,TRNSA_ID
332,동대입구,,312291,551222,333,약수,0,,331,충무로,0,,0,0,0,0,0,0,3,1,1,1,1,2,1,0,0,서울특별시 중구 장충동2가 199-3,02-6110-3321,0,1000,서울특별시 중구 동호로 256,161,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
333,약수,,312781,550740,334,금호,0,,332,동대입구,0,,633,6,0,0,0,0,3,2,1,1,1,2,0,0,25,서울특별시 중구 신당동 369-44,02-6110-3331,0,1000,서울특별시 중구 다산로 122,162,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
334,금호,,313229,550014,335,옥수,0,,333,약수,0,,0,0,0,0,0,0,3,1,1,1,1,2,0,0,14,서울특별시 성동구 금호동4가 1470,02-6110-3341,0,1000,서울특별시 성동구 동호로 104,163,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
335,옥수,,313360,549282,336,압구정,0,,334,금호,0,,195,104,0,0,0,0,3,2,3,2,4,2,1,0,21,서울특별시 성동구 옥수동 168-1,02-6110-3351,1,1000,서울특별시 성동구 동호로 21,164,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
336,압구정,,314326,547548,337,신사,0,,335,옥수,0,,0,0,0,0,0,0,3,1,1,2,2,1,1,0,10,서울특별시 강남구 신사동 668,02-6110-3361,1,1000,서울특별시 강남구 압구정로 172,165,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
337,신사,,313615,546491,338,잠원,0,,336,압구정,0,,0,0,0,0,0,0,3,1,1,2,2,1,1,0,21,서울특별시 강남구 신사동 667,02-6110-3371,1,1000,서울특별시 강남구 도산대로 102,166,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
338,잠원,,312819,546101,339,고속터미널,0,,337,신사,0,,0,0,0,0,0,0,3,1,1,2,1,2,1,0,31,서울특별시 서초구 잠원동 100-1,02-6110-3381,1,1000,서울특별시 서초구 잠원로4길 46,167,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
339,고속터미널,,312224,545204,340,교대,0,,338,잠원,0,,734,7,923,9,0,0,3,2,1,2,2,2,0,0,0,서울특별시 서초구 반포동 19-11,02-6110-3391,1,1000,서울특별시 서초구 신반포로 188,168,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
340,교대,법원.검찰청,312990,543881,341,남부터미널,0,,339,고속터미널,0,,223,2,0,0,0,0,3,2,1,1,3,2,0,0,19,서울특별시 서초구 서초동 1748-4,02-6110-3401,0,1000,서울특별시 서초구 서초대로 294,169,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
341,남부터미널,예술의 전당,313198,542983,342,양재,0,,340,교대,0,,0,0,0,0,0,0,3,1,1,2,1,2,1,0,12,서울특별시 서초구 서초동 1748-30,02-6110-3411,1,1000,서울특별시 서초구 서초중앙로 31,170,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
342,양재,서초구청,314760,542926,343,매봉,0,,341,남부터미널,0,,1911,109,0,0,0,0,3,2,1,2,1,2,0,0,120,서울특별시 서초구 서초동 1366-9,02-6110-3421,1,1000,서울특별시 서초구 남부순환로 2585,171,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
343,매봉,,315912,543191,344,도곡,0,,342,양재,0,,0,0,0,0,0,0,3,1,1,2,2,2,1,0,14,서울특별시 강남구 도곡동 179-2,02-6110-3431,1,1000,서울특별시 강남구 남부순환로 2744,172,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
344,도곡,,316664,543614,345,대치,0,,343,매봉,0,,1517,100,0,0,0,0,3,2,1,2,2,2,1,0,27,서울특별시 강남구 도곡동 339-2,02-6110-3441,1,1000,서울특별시 강남구 남부순환로 2814,173,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
345,대치,,317381,544013,346,학여울,0,,344,도곡,0,,0,0,0,0,0,0,3,1,1,1,1,2,0,0,30,서울특별시 강남구 대치동 317-3,02-6110-3451,0,1000,서울특별시 강남구 남부순환로 2952,174,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
346,학여울,,318011,544242,347,대청,0,,345,대치,0,,0,0,0,0,0,0,3,1,1,2,2,2,1,0,95,서울특별시 강남구 대치동 514-3,02-6110-3461,1,1000,서울특별시 강남구 남부순환로 3104,175,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
347,대청,,318802,543891,348,일원,0,,346,학여울,0,,0,0,0,0,0,0,3,1,1,2,1,1,1,0,57,서울특별시 강남구 일원동 700-9,02-6110-3471,1,1000,서울특별시 강남구 일원로 2,176,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
348,일원,,319190,542807,349,수서,0,,347,대청,0,,0,0,0,0,0,0,3,1,1,2,2,1,1,0,0,서울특별시 강남구 일원동 717,02-6110-3481,1,1000,서울특별시 강남구 일원로 121,177,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
349,수서,,320741,543173,350,가락시장,0,,348,일원,0,,1521,100,0,0,0,0,3,2,1,2,1,2,1,0,170,서울특별시 강남구 수서동 728,02-6110-3491,1,1000,서울특별시 강남구 광평로 270,178,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
350,가락시장,,322236,543733,351,경찰병원,0,,349,수서,0,,817,8,0,0,0,0,3,2,1,2,4,2,0,0,0,서울특별시 송파구 가락동 184-23,02-6311-8171,1,1000,서울특별시 송파구 송파대로 257,179,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
351,경찰병원,,322753,544086,352,오금,0,,350,가락시장,0,,0,0,0,0,0,0,3,1,1,2,4,2,0,0,0,서울특별시 송파구 가락동 10-15,02-6110-3511,1,1000,서울특별시 송파구 중대로 149,180,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
352,오금,,323129,544809,0,,0,,351,경찰병원,0,,572,5,0,0,0,0,3,2,1,2,4,2,0,0,0,서울특별시 송파구 오금동 44-2,02-6110-3521,1,1000,서울특별시 송파구 오금로 321,181,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
370,원흥,,300769,561526,318,삼송,0,,317,원당,0,,0,0,0,0,0,0,3,1,1,2,2,2,0,0,0,경기도 고양시 덕양구 원흥동 569-15,1544-7788,1,1000,경기도 고양시 덕양구 권율대로 681,182,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
409,당고개,,318948,563498,410,상계,0,,0,,0,,0,0,0,0,0,0,4,1,3,2,2,1,0,0,30,서울특별시 노원구 상계동 111,02-6110-4091,1,1000,서울특별시 노원구 상계로 305,183,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
410,상계,,318425,562427,411,노원,0,,409,당고개,0,,0,0,0,0,0,0,4,1,3,2,1,2,0,0,326,서울특별시 노원구 상계동 156-203,02-6110-4101,1,1000,서울특별시 노원구 상계로 182,184,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
411,노원,,317552,561967,412,창동,0,,410,상계,0,,713,7,0,0,0,0,4,2,3,2,1,2,0,0,300,서울특별시 노원구 상계동 602-5,02-6110-4111,1,1000,서울특별시 노원구 상계로 69-1,185,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
412,창동,,316164,561630,413,쌍문,0,,411,노원,0,,117,1,0,0,0,0,4,2,3,2,1,2,0,0,200,서울특별시 도봉구 창동 135-1,02-6110-4121,1,1000,서울특별시 도봉구 마들로 11길 77,186,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
413,쌍문,,315012,561133,414,수유(강북구청),0,,412,창동,0,,0,0,0,0,0,0,4,1,1,2,2,1,1,0,50,서울특별시 도봉구 창동 703-4,02-6110-4131,1,1000,서울특별시 도봉구 도봉로 486-1,187,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
414,수유(강북구청),,314201,559963,415,미아,0,,413,쌍문,0,,0,0,0,0,0,0,4,1,1,2,2,1,0,0,64,서울특별시 강북구 수유동 140,02-6110-4141,1,1000,서울특별시 강북구 도봉로 338,188,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
415,미아,서울사이버대학,314233,558676,416,미아사거리,0,,414,수유(강북구청),0,,0,0,0,0,0,0,4,1,1,2,2,1,1,0,35,서울특별시 강북구 미아동 194-1,02-6110-4151,1,1000,서울특별시 강북구 도봉로 198,189,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
416,미아사거리,,314567,557214,417,길음,0,,415,미아,0,,0,0,0,0,0,0,4,1,1,2,2,1,1,0,50,서울특별시 강북구 미아동 66-1,02-6110-4161,1,1000,서울특별시 강북구 도봉로 50,190,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
417,길음,,314098,556102,418,성신여대입구,0,,416,미아사거리,0,,0,0,0,0,0,0,4,1,1,1,2,2,1,0,88,서울특별시 성북구 길음동 877-66,02-6110-4171,0,1000,서울특별시 성북구 동소문로 248,191,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
418,성신여대입구,돈암,313347,554948,419,한성대입구,0,,417,길음,0,,11331,113,0,0,0,0,4,2,1,2,1,2,0,0,22,서울특별시 성북구 동선동4가 1,02-6110-4181,1,1000,서울특별시 성북구 동소문로 102,192,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
419,한성대입구,삼선교,312410,554478,420,혜화,0,,418,성신여대입구,0,,0,0,0,0,0,0,4,1,1,1,2,2,0,0,49,서울특별시 성북구 삼선동1가 14,02-6110-4191,0,1000,서울특별시 성북구 삼선교로 1,193,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
420,혜화,,312041,553781,421,동대문,0,,419,한성대입구,0,,0,0,0,0,0,0,4,1,1,2,2,1,0,0,80,서울특별시 종로구 명륜4가 96-5,02-6110-4201,1,1000,서울특별시 종로구 대학로 120,194,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
421,동대문,,312677,552532,422,동대문역사문화공원,0,,420,혜화,0,,128,1,0,0,0,0,4,2,1,1,2,2,0,0,0,서울특별시 종로구 종로6가 287-1,02-6110-4211,0,1000,서울특별시 종로구 율곡로 308,195,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
422,동대문역사문화공원,,312540,551891,423,충무로,0,,421,동대문,0,,205,2,536,5,0,0,4,2,1,1,1,2,0,0,0,서울특별시 중구 광희동2가 9,02-6110-4221,0,1000,서울특별시 중구 장충단로 230,196,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
423,충무로,,311333,551476,424,명동,0,,422,동대문역사문화공원,0,,331,3,0,0,0,0,4,2,1,2,1,2,0,0,0,서울특별시 중구 필동2가 16-2,02-6110-4231,1,1000,서울특별시 중구 퇴계로 199,197,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
424,명동,,310653,551452,425,회현,0,,423,충무로,0,,0,0,0,0,0,0,4,1,1,1,1,2,0,0,0,서울특별시 중구 충무로2가 109-2,02-6110-4241,0,1000,서울특별시 중구 퇴계로 126,198,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
425,회현,남대문시장,309920,551191,426,서울역,0,,424,명동,0,,0,0,0,0,0,0,4,1,1,1,1,2,0,0,0,서울특별시 중구 남창동 64-1,02-6110-4251,0,1000,서울특별시 중구 퇴계로 54,199,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
426,서울역,,309424,550590,427,숙대입구,0,,425,회현,0,,133,1,4001,101,1610,104,4,2,1,1,2,2,0,0,0,서울특별시 용산구 동자동 14-151,02-6110-4261,0,1000,서울특별시 용산구 한강대로 392,200,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
427,숙대입구,갈월,309355,549705,428,삼각지,0,,426,서울역,0,,0,0,0,0,0,0,4,1,1,2,1,1,0,0,0,서울특별시 용산구 갈월동 16-7,02-6110-4271,1,1000,서울특별시 용산구 한강대로 306,201,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
428,삼각지,,309427,548524,429,신용산,0,,427,숙대입구,0,,628,6,0,0,0,0,4,2,1,2,1,1,0,0,0,서울특별시 용산구 한강로1가 228-1,02-6110-4281,1,1000,서울특별시 용산구 한강대로 180,202,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
429,신용산,,308973,547943,430,이촌,0,,428,삼각지,0,,0,0,0,0,0,0,4,1,1,2,2,1,0,0,0,서울특별시 용산구 한강로2가 181,02-6110-4291,1,1000,서울특별시 용산구 한강대로 112,203,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
430,이촌,국립중앙박물관,309540,547178,431,동작,0,,429,신용산,0,,198,104,0,0,0,0,4,2,1,2,1,2,0,0,0,서울특별시 용산구 용산동5가 17-112,02-6110-4301,1,1000,서울특별시 용산구 서빙고로 83,204,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
431,동작,현충원,310044,545004,432,총신대입구(이수),0,,430,이촌,0,,920,9,0,0,0,0,4,2,3,2,1,2,0,0,80,서울특별시 동작구 동작동 327-1,02-6110-4311,1,1000,서울특별시 동작구 현충로 257,205,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
432,총신대입구(이수),,310184,543209,433,사당,0,,431,동작,0,,736,7,0,0,0,0,4,2,1,2,1,2,0,0,20,서울특별시 동작구 사당동 736-1,02-6110-4321,1,1000,서울특별시 동작구 동작대로 117,206,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
433,사당,,310128,542137,434,남태령,0,,432,총신대입구(이수),0,,226,2,0,0,0,0,4,2,1,1,1,2,0,0,0,서울특별시 동작구 사당동 588-44,02-6110-4331,0,1000,서울특별시 동작구 동작대로 3,207,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
434,남태령,,310770,540714,435,선바위,0,,433,사당,0,,0,0,0,0,0,0,4,1,1,1,1,2,0,0,7,서울특별시 서초구 방배동 2909,02-6110-4341,0,1000,서울특별시 서초구 과천대로 816,208,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
435,선바위,,311911,539328,436,경마공원,0,,434,남태령,0,,0,0,0,0,0,0,4,1,1,2,2,1,0,0,0,경기도 과천시 과천동 355,1544-7788,0,1000,경기도 과천시 중앙로 440,209,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
436,경마공원,,312410,538449,437,대공원,0,,435,선바위,0,,0,0,0,0,0,0,4,1,1,2,2,2,0,0,0,경기도 과천시 과천동 654,1544-7788,0,1000,경기도 과천시 경마공원대로 105,210,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
437,대공원,서울랜드,312274,537534,438,과천,0,,436,경마공원,0,,0,0,0,0,0,0,4,1,1,2,2,2,0,0,0,경기도 과천시 과천동 727-1,1544-7788,0,1000,경기도 과천시 대공원대로 50,211,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
438,과천,,311380,537264,439,정부과천청사,0,,437,대공원,0,,0,0,0,0,0,0,4,1,1,2,1,2,0,0,0,경기도 과천시 별양동 2,1544-7788,0,1000,경기도 과천시 별양로 177,212,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
439,정부과천청사,,310778,536529,440,인덕원,0,,438,과천,0,,0,0,0,0,0,0,4,1,1,2,1,2,0,0,0,경기도 과천시 별양동 1,1544-7788,0,1000,경기도 과천시 중앙로 100,213,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
440,인덕원,,309609,533808,441,평촌,0,,439,정부과천청사,0,,0,0,0,0,0,0,4,1,1,2,2,2,0,0,0,경기도 안양시 동안구 관양동 1563,1544-7788,0,1000,경기도 안양시 동안구 흥안대로 529,214,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
441,평촌,한림대성심병원,308454,532982,442,범계,0,,440,인덕원,0,,0,0,0,0,0,0,4,1,1,2,2,2,0,0,0,경기도 안양시 동안구 부림동 1608-1,1544-7788,0,1000,경기도 안양시 동안구 부림로 123,215,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
442,범계,,307286,532489,443,금정,0,,441,평촌,0,,0,0,0,0,0,0,4,1,1,2,2,1,0,0,0,경기도 안양시 동안구 호계동 1039-2,1544-7788,0,1000,경기도 안양시 동안구 동안로 130,216,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
443,금정,,306628,530551,444,산본,0,,442,범계,0,,179,1,0,0,0,0,4,2,2,2,1,2,0,0,0,경기도 군포시 금정동 613,1544-7788,1,1000,경기도 군포시 군포로 750,217,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
444,산본,,305671,528981,445,수리산,0,,443,금정,0,,0,0,0,0,0,0,4,1,2,2,2,2,0,0,0,경기도 군포시 산본동 1231,1544-7788,0,1000,경기도 군포시 번영로 504,218,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
445,수리산,,305003,528132,446,대야미,0,,444,산본,0,,0,0,0,0,0,0,4,1,2,2,2,2,0,1,0,경기도 군포시 산본동 1231-1,1544-7788,0,1000,경기도 군포시 번영로 385,219,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
446,대야미,,304233,525699,447,반월,0,,445,수리산,0,,0,0,0,0,0,0,4,1,2,2,2,2,0,0,0,경기도 군포시 대야미동 229-1,1544-7788,0,1000,경기도 군포시 대야1로 28,220,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
447,반월,,303018,523931,448,상록수,0,,446,대야미,0,,0,0,0,0,0,0,4,1,2,2,2,2,0,0,0,경기도 안산시 상록구 건건동 산 62-1,1544-7788,0,1000,경기도 안산시 상록구 건건로 119-10,221,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
448,상록수,안산대학교,299699,522929,449,한대앞,0,,447,반월,0,,0,0,0,0,0,0,4,1,2,2,4,2,0,0,0,경기도 안산시 상록구 본오동 1177,1544-7788,0,1000,경기도 안산시 상록구 상록수로 61,222,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
449,한대앞,,298580,523699,450,중앙,0,,448,상록수,0,,0,0,0,0,0,0,4,1,2,2,1,2,0,0,0,경기도 안산시 상록구 이동 211-5,1544-7788,0,1000,경기도 안산시 상록구 충장로 337,223,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
450,중앙,서울예술대학,297248,524423,451,고잔,0,,449,한대앞,0,,0,0,0,0,0,0,4,1,2,2,1,2,0,0,0,경기도 안산시 단원구 고잔동 167-378,1544-7788,0,1000,경기도 안산시 단원구 중앙대로 918,224,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
451,고잔,고대안산병원,295881,524525,452,초지,0,,450,중앙,0,,0,0,0,0,0,0,4,1,2,2,1,2,0,0,0,경기도 안산시 단원구 고잔동 453-67,1544-7788,0,1000,경기도 안산시 단원구 중앙대로 784,225,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
452,초지,신안산대학교,294384,524961,453,안산,0,,451,고잔,0,,11431,114,0,0,0,0,4,2,2,2,1,2,0,0,0,경기도 안산시 단원구 초지동 27-1,1544-7788,0,1000,경기도 안산시 단원구 중앙대로 620,226,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
453,안산,,292851,525693,454,신길온천,0,,452,초지,0,,0,0,0,0,0,0,4,1,2,2,2,2,0,0,0,경기도 안산시 단원구 원곡동 377-1,1544-7788,2,1000,경기도 안산시 단원구 중앙대로 462,227,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
454,신길온천,,290966,526881,455,정왕,0,,453,안산,0,,0,0,0,0,0,0,4,1,2,1,2,2,0,0,0,경기도 안산시 단원구 신길동 216-2,1544-7788,0,1000,경기도 안산시 단원구 황고개로 2,228,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
455,정왕,한국산업기술대,288819,528500,456,오이도,0,,454,신길온천,0,,0,0,0,0,0,0,4,1,2,2,2,2,0,0,0,경기도 시흥시 정왕동 2325-12,1544-7788,0,1000,경기도 시흥시 마유로 418번길 15,229,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
456,오이도,,288444,529610,0,,0,,455,정왕,0,,11121,111,0,0,0,0,4,2,2,1,2,2,0,0,0,경기도 시흥시 정왕동 878,1544-7788,2,1000,경기도 시흥시 역전로 430,230,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
510,방화,,295335,553480,511,개화산,0,,0,,0,,0,0,0,0,0,0,5,1,1,1,2,2,0,0,80,서울특별시 강서구 방화동 829-15,02-6311-5101,2,1000,서울특별시 강서구 금낭화로 132,231,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
511,개화산,,294799,552913,512,김포공항,0,,510,방화,0,,0,0,0,0,0,0,5,1,1,2,2,2,0,0,98,서울특별시 강서구 방화동 846,02-6311-5111,1,1000,서울특별시 강서구 양천로 22,232,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
512,김포공항,,294295,551789,513,송정,0,,511,개화산,0,,4005,101,902,9,11520,115,5,2,1,2,2,1,1,0,0,서울특별시 강서구 방화동 886,02-6311-5121,1,1000,서울특별시 강서구 하늘길 77,233,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
513,송정,,295250,551657,514,마곡,0,,512,김포공항,0,,0,0,0,0,0,0,5,1,1,2,2,2,0,0,28,서울특별시 강서구 공항동 29-5,02-6311-5131,1,1000,서울특별시 강서구 공항대로 33,234,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
514,마곡,,296403,551496,515,발산,0,,513,송정,0,,0,0,0,0,0,0,5,1,1,2,2,2,0,0,0,서울특별시 강서구 가양동 530-6,02-6311-5141,1,1000,서울특별시 강서구 공항대로 163,235,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
515,발산,,297513,551334,516,우장산,0,,514,마곡,0,,0,0,0,0,0,0,5,1,1,2,2,1,0,0,49,서울특별시 강서구 마곡동 727-1212,02-6311-5151,1,1000,서울특별시 강서구 공항대로 267,236,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
516,우장산,,297372,550254,517,화곡,0,,515,발산,0,,0,0,0,0,0,0,5,1,1,2,2,1,0,0,35,서울특별시 강서구 화곡동 1089-3,02-6311-5161,1,1000,서울특별시 강서구 강서로 262,237,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
517,화곡,,297725,549449,518,까치산,0,,516,우장산,0,,0,0,0,0,0,0,5,1,1,1,2,2,1,0,133,서울특별시 강서구 화곡동 1089-54,02-6311-5171,0,1000,서울특별시 강서구 화곡로 168,238,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
518,까치산,,298248,548393,519,신정,0,,517,화곡,0,,264,2,0,0,0,0,5,2,1,2,2,2,0,0,0,서울특별시 강서구 화곡동 662-5,02-6311-5181,1,1000,서울특별시 강서구 강서로 54,239,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
519,신정,은행정,299092,547590,520,목동,0,,518,까치산,0,,0,0,0,0,0,0,5,1,1,2,1,2,0,0,0,서울특별시 양천구 신정동 1090,02-6311-5191,1,1000,서울특별시 양천구 오목로 179,240,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
520,목동,,299813,547703,521,오목교,0,,519,신정,0,,0,0,0,0,0,0,5,1,1,2,2,2,0,0,196,서울특별시 양천구 목동 926-3,02-6311-5201,1,1000,서울특별시 양천구 오목로 245,241,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
521,오목교,목동운동장앞,300761,547523,522,양평,0,,520,목동,0,,0,0,0,0,0,0,5,1,1,2,2,1,0,0,142,서울특별시 양천구 목1동 406-30,02-6311-5211,1,1000,서울특별시 양천구 오목로 342,242,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
522,양평,,301747,547628,523,영등포구청,0,,521,오목교,0,,0,0,0,0,0,0,5,1,1,2,1,2,1,0,140,서울특별시 영등포구 양평동2가 33-79,02-6311-5221,1,1000,서울특별시 영등포구 양산로 21,243,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
523,영등포구청,,302562,547461,524,영등포시장,0,,522,양평,0,,236,2,0,0,0,0,5,2,1,2,2,2,0,0,100,서울특별시 영등포구 당산동3가 556-1,02-6311-5231,1,1000,서울특별시 영등포구 양산로 116,244,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
524,영등포시장,,303415,547287,525,신길,0,,523,영등포구청,0,,0,0,0,0,0,0,5,1,1,1,2,2,0,0,63,서울특별시 영등포구 영등포동5가 62-1,02-6311-5241,1,1000,서울특별시 영등포구 양산로 200,245,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
525,신길,,304290,546718,526,여의도,0,,524,영등포시장,0,,138,1,0,0,0,0,5,2,1,2,2,2,1,0,104,서울특별시 영등포구 영등포동1가 35,02-6311-5251,1,1000,서울특별시 영등포구 경인로 114가길 9,246,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
526,여의도,,305108,547158,527,여의나루,0,,525,신길,0,,915,9,0,0,0,0,5,2,1,2,2,2,1,0,210,서울특별시 영등포구 여의도동 3,02-6311-5261,1,1000,서울특별시 영등포구 여의나루로 40,247,I,2.01911E+13,2.01912E+13,2.01912E+13,S,ptp_tx_191210144700004000
